headline,date,web_url,lead_paragraph,section,keywords
Applications for Early Harvard Admissions Dip,2023-12-15T21:18:06+0000,https://www.nytimes.com/2023/12/15/us/harvard-early-applications.html,"The number of students who applied to Harvard under the university’s early action program — giving them the possibility of an admissions decision in December instead of March — fell about 17 percent, the university said this week.",U.S.,"['Colleges and Universities', 'Admissions Standards', 'Israel-Gaza War (2023- )']"
The U.S. Wants Israel to Scale Back the Gaza War. What Leverage Does It Have?,2023-12-15T21:59:31+0000,https://www.nytimes.com/2023/12/15/us/politics/israel-gaza-war-biden-arm-sales.html,"In recent days, U.S. officials have said they want Israel to consider scaling back its large-scale ground and air campaign against Hamas in the Gaza Strip. President Biden has criticized Israel for the “indiscriminate bombing” of civilians. And Jake Sullivan, the president’s national security adviser, traveled to Israel to discuss the next phase of the war.",U.S.,"['Israel-Gaza War (2023- )', 'United States Politics and Government', 'United States International Relations', 'Defense and Military Forces', 'Arms Trade', 'Palestinians', 'Foreign Aid']"
Al Jazeera Cameraman Killed and Bureau Chief Injured in Gaza,2023-12-16T00:25:11+0000,https://www.nytimes.com/2023/12/15/world/middleeast/al-jazeera-journalist-dead-gaza.html,"An Al Jazeera cameraman was killed and the network’s Arabic-language Gaza Strip bureau chief was wounded on Friday during an attack in southern Gaza, Al Jazeera said, the latest in a long string of journalist casualties in the war.",World,['Israel-Gaza War (2023- )']
"In Israel, U.S. Aide Denies Talk of a Rift Over Gaza War",2023-12-16T01:00:15+0000,https://www.nytimes.com/2023/12/15/world/middleeast/israel-hamas-gaza-sullivan.html,"Days after President Biden said Israel was losing support for its military campaign in the Gaza Strip, the president’s national security adviser, Jake Sullivan, on Friday played down differences between the two allies after meetings with Israel’s top leaders.",World,"['Israel-Gaza War (2023- )', 'International Relations', 'Palestinians', 'United States International Relations', 'Defense and Military Forces', 'Kidnapping and Hostages', 'Ships and Shipping']"
Israel mourns as the accidental killings of hostages reverberate.,2023-12-16T08:16:31+0000,https://www.nytimes.com/2023/12/16/world/middleeast/israel-mourns-as-the-accidental-killings-of-hostages-reverberate.html,The deaths of three hostages whom Israel said its troops had mistakenly shot and killed in Gaza were reverberating in Israel early Saturday as political leaders mourned them and protesters urged their government to prioritize the remaining hostages’ safe return over the country’s war goals.,World,[]
Israel Found the Hamas Money Machine Years Ago. Nobody Turned It Off.,2023-12-16T09:51:13+0000,https://www.nytimes.com/2023/12/16/world/europe/israel-hamas-money-finance-turkey-intelligence-attacks.html,"Israeli security officials scored a major intelligence coup in 2018: secret documents that laid out, in intricate detail, what amounted to a private equity fund that Hamas used to finance its operations.",World,"['Israel-Gaza War (2023- )', 'Terrorism', 'Finances', 'Espionage and Intelligence Services', 'Politics and Government', 'Embargoes and Sanctions', 'International Relations', 'United States International Relations']"
Tensions Spilling Over From Gaza to Red Sea Escalate,2023-12-16T10:22:41+0000,https://www.nytimes.com/2023/12/16/world/middleeast/israel-gaza-war-red-sea-houthis-shipping.html,The tensions spilling over from the war in Gaza to merchant shipping in the Red Sea escalated on Saturday when Britain and the United States said their militaries had shot down more than a dozen attack drones.,World,"['Ships and Shipping', 'Israel-Gaza War (2023- )', 'International Relations', 'International Trade and World Market']"
I Was a Doctor in Iraq. I Am Seeing a Nightmare Play Out Again.,2023-12-16T12:00:25+0000,https://www.nytimes.com/2023/12/16/opinion/iraq-doctor-war-israel.html,"I started training in Iraq to be a doctor in the aftermath of the 1991 gulf war. It was a dark time to commit to a career of healing. U.S. sanctions and relentless bombings had decimated our medical infrastructure and endangered our access to medical supplies. Surrounded by devastation, we fought to heal, to operate, to comfort — often with the barest of resources. Every day was a battle in itself, trying to save lives as our facilities crumbled around us.",Opinion,"['Israel-Gaza War (2023- )', 'Hospitals', 'Civilian Casualties', 'Deaths (Fatalities)', 'Shortages', 'Terrorism', 'Defense and Military Forces', 'War Crimes, Genocide and Crimes Against Humanity', 'International Relations', 'Embargoes and Sanctions', 'Iraq War (2003-11)']"
Gaza communications have been nearly blacked out for two days.,2023-12-16T15:56:47+0000,https://www.nytimes.com/2023/12/16/world/middleeast/gaza-communications-have-been-nearly-blacked-out-for-two-days.html,Gaza has been plunged into a near communication blackout for two days — at least the fifth such mass outage of phone and internet lines during the 10-week war — leaving more than two million Palestinians virtually cut off from the outside world and one another as Israel’s offensive continues.,World,"['Israel-Gaza War (2023- )', 'Communications and Media Blackouts', 'Computer Network Outages', 'Palestinians', 'Civilian Casualties', 'Defense and Military Forces', 'Terrorism']"
Biden’s Border Negotiations Mark Seismic Shift on Immigration Politics,2023-12-16T18:43:21+0000,https://www.nytimes.com/2023/12/16/us/politics/immigration-politics-biden-democrats-republicans.html,"On his first day in office, President Biden sent a bill to Congress to “restore humanity and American values to our immigration system.” Nearly three years later, he is considering sweeping restrictions on migration in exchange for aid to Ukraine and Israel.",U.S.,"['Illegal Immigration', 'Asylum, Right of', 'Immigration and Emigration', 'Border Barriers', 'United States Politics and Government', 'Polls and Public Opinion', 'Law and Legislation', 'Foreign Aid', 'Russian Invasion of Ukraine (2022)']"
"Feeling Alone and Estranged, Many Jews at Harvard Wonder What’s Next",2023-12-16T18:50:32+0000,https://www.nytimes.com/2023/12/16/us/jews-harvard-antisemitism-israel-war.html,"At Harvard University, the rabbi at a menorah lighting ceremony was unusually blunt.",U.S.,"['Colleges and Universities', 'Jews and Judaism', 'Anti-Semitism', 'Israel-Gaza War (2023- )', 'Demonstrations, Protests and Riots']"
Israel Says 3 Hostages Bore White Flag Before Being Killed by Troops,2023-12-16T20:32:44+0000,https://www.nytimes.com/2023/12/16/world/middleeast/israel-hostage-killings-gaza.html,"The Israeli military on Saturday said three hostages mistakenly killed by Israeli troops had been shirtless, unarmed and bearing a makeshift white flag. The troubling details of how they died have created widespread anguish and prompted renewed calls for a pause in the fighting to allow more hostages to be released.",World,"['Israel-Gaza War (2023- )', 'Defense and Military Forces', 'Kidnapping and Hostages', 'Deaths (Fatalities)', 'Friendly Fire (Military and Law Enforcement)', 'Civilian Casualties', 'Palestinians', 'Terrorism']"
Campus Crackdowns Have Chilling Effect on Pro-Palestinian Speech,2023-12-17T10:00:32+0000,https://www.nytimes.com/2023/12/17/us/campus-crackdowns-have-chilling-effect-on-pro-palestinian-speech.html,"At the University of Pennsylvania, approval for the screening of a documentary critical of Israel was denied. ",U.S.,"['Colleges and Universities', 'Freedom of Speech and Expression', 'Anti-Semitism', 'Palestinians', 'First Amendment (US Constitution)', 'Jews and Judaism']"
More Than 100 Members of This Gaza Clan Have Been Killed in War,2023-12-17T14:12:40+0000,https://www.nytimes.com/2023/12/17/world/middleeast/gaza-al-astal-loss.html,"People whispered that Nasser al-Astal had come undone, dazed by grief. Weeks after the Israeli airstrike that he said had crashed into his family’s home, his words came in loud, quivering spurts, darting frantically from memory to memory, from loss to loss — his wife, two of their sons and four of their daughters, all dead.",World,"['Israel-Gaza War (2023- )', 'Civilian Casualties', 'War Crimes, Genocide and Crimes Against Humanity', 'Deaths (Fatalities)', 'Palestinians']"
Hostage Deaths Fuel Israelis’ Doubts About Netanyahu,2023-12-17T20:41:24+0000,https://www.nytimes.com/2023/12/17/world/middleeast/netanyahu-israel-gaza-hostages-politics.html,"In the face of increasing pressure from the United States, Britain and Germany, Prime Minister Benjamin Netanyahu has doubled down on his opposition to what these allies see as the future of Gaza: an interim government overseen by the Palestinian Authority and an eventual Palestinian state existing alongside Israel.",World,"['Israel-Gaza War (2023- )', 'Civilian Casualties', 'Palestinians', 'Politics and Government']"
Monday Briefing: U.S. to Push Israel to Scale Back,2023-12-17T21:13:02+0000,https://www.nytimes.com/2023/12/17/briefing/gaza-israel-hamas-china-cold-congo-crisis.html,"Prime Minister Benjamin Netanyahu of Israel vowed to “fight to the end” in Gaza as anguish continued to spread over the killings of three hostages last week. The hostages were accidentally shot by the Israeli military as they were waving a white flag, and their deaths have raised new questions about how Netanyahu’s government is prosecuting the war.",Briefing,[]
"In Gaza, Israelis Display Tunnel Wide Enough to Handle Cars",2023-12-17T23:55:00+0000,https://www.nytimes.com/2023/12/17/world/middleeast/hamas-tunnels-gaza-israel-war.html,"The tunnel in the northern Gaza Strip is wide enough for a large car to pass through, reinforced with concrete and fitted with electrical wiring. And at least one section of the tunnel — which Israel says is the largest it has discovered in Gaza so far — is within walking distance of an Israeli border crossing.",World,"['Israel-Gaza War (2023- )', 'Bridges and Tunnels', 'Defense and Military Forces']"
Israel’s Allies Urge Restraint as Netanyahu Vows ‘Fight to the End’,2023-12-18T00:00:15+0000,https://www.nytimes.com/2023/12/17/world/middleeast/israel-netanyahu-cease-fire.html,"The Israeli military bombarded dozens of sites in the Gaza Strip over the weekend as Prime Minister Benjamin Netanyahu vowed to keep fighting in the territory, even as anguish over the Israeli military’s accidental killings of three hostages raised new questions about how his government is prosecuting the war.",World,"['Israel-Gaza War (2023- )', 'Civilian Casualties']"
Quotation of the Day: War Erases Full Branches of Gazan Family Trees,2023-12-18T05:00:00+0000,https://www.nytimes.com/2023/12/18/pageoneplus/quotation-of-the-day-war-erases-full-branches-of-gazan-family-trees.html,"“When I look at photos of my family on my phone, I cry to myself at night. But men hide their tears, so I try to do it away from people, alone.”",Corrections,[]
Monday Briefing,2023-12-18T05:12:54+0000,https://www.nytimes.com/2023/12/18/briefing/israel-gaza-congo-crisis.html,"Lloyd Austin, the U.S. defense secretary, will meet with Prime Minister Benjamin Netanyahu and Israel’s defense minister, Yoav Gallant, this week. U.S. officials are pushing Israel to transition to a more focused phase in the country’s war on Gaza, involving more precise, intelligence-driven missions, and the foreign secretaries of Britain and Germany have issued a joint call for a “sustainable” cease-fire.",Briefing,[]
